sale_ref,customer_id,customer_name,region,sale_date,item,quantity,unit_price,line_total,status,outcome
SO-005090,205,Summit Logistics BV,North America,2026-07-12,Pallet rack,11,283.95,3123.45,completed,completed
SO-005013,484,Ironvale Medical BV,UK & Ireland,2026-07-12,Weighing station,9,578.53,5206.77,completed,completed
SO-004785,326,Lakeshore Freight GmbH,EMEA,2026-07-12,Barcode scanner,6,395.92,2375.52,completed,completed
SO-004870,14,Alderway Logistics SA,UK & Ireland,2026-07-12,Cold-chain container,16,172.28,2756.48,completed,completed
SO-005070,129,Meridian Freight Inc,UK & Ireland,2026-07-12,Dock leveller,16,901.70,14427.20,completed,completed
SO-004940,369,Meridian Instruments SA,UK & Ireland,2026-07-12,Cold-chain container,11,253.84,2792.24,pending,at_risk
SO-005043,267,Kestrel Textiles Inc,LATAM,2026-07-12,Tote bin,14,163.91,2294.74,completed,completed
SO-004804,14,Alderway Logistics SA,UK & Ireland,2026-07-12,Dock leveller,25,521.50,13037.50,pending,at_risk
SO-004555,3,Blue Ridge Logistics Ltd,APAC,2026-07-12,Handheld terminal,1,33.97,33.97,completed,completed
SO-005195,84,Ironvale Medical SA,UK & Ireland,2026-07-12,Weighing station,16,521.13,8338.08,completed,completed
SO-005230,496,Marlowe Medical Ltd,EMEA,2026-07-13,Pallet rack,1,856.91,856.91,completed,completed
SO-005145,2,Cedarcrest Logistics Ltd,LATAM,2026-07-13,Sorting arm,16,766.01,12256.16,cancelled,at_risk
SO-004797,140,Northwind Ceramics Ltd,North America,2026-07-13,Conveyor belt,18,501.94,9034.92,completed,completed
SO-005028,2,Cedarcrest Logistics Ltd,LATAM,2026-07-13,Dock leveller,24,497.14,11931.36,pending,at_risk
SO-005121,45,Summit Analytics GmbH,North America,2026-07-13,Barcode scanner,17,348.24,5920.08,completed,completed
SO-004782,7,Kestrel Logistics GmbH,LATAM,2026-07-13,Pallet rack,3,433.82,1301.46,completed,completed
SO-004584,1,Harbourline Logistics Ltd,EMEA,2026-07-13,Safety cage,5,377.89,1889.45,completed,completed
SO-004962,24,Ironvale Foods Inc,UK & Ireland,2026-07-13,Safety cage,8,517.38,4139.04,cancelled,at_risk
SO-004585,1,Harbourline Logistics Ltd,EMEA,2026-07-13,Sorting arm,6,950.42,5702.52,pending,at_risk
SO-005228,229,Meridian Foods SA,UK & Ireland,2026-07-13,Safety cage,24,469.68,11272.32,pending,at_risk
SO-005002,343,Blue Ridge Ceramics BV,APAC,2026-07-13,Strapping machine,23,857.03,19711.69,cancelled,at_risk
SO-004727,44,Ironvale Analytics GmbH,UK & Ireland,2026-07-13,Conveyor belt,23,391.88,9013.24,pending,at_risk
SO-004643,3,Blue Ridge Logistics Ltd,APAC,2026-07-13,Conveyor belt,14,667.55,9345.70,pending,at_risk
SO-004938,282,Cedarcrest Medical Ltd,LATAM,2026-07-13,Label printer,9,63.14,568.26,pending,at_risk
SO-004843,27,Kestrel Foods Inc,LATAM,2026-07-13,Forklift battery,14,743.07,10402.98,pending,at_risk
SO-005158,1,Harbourline Logistics Ltd,EMEA,2026-07-13,Safety cage,4,312.39,1249.56,completed,completed
SO-004976,253,Silverbrook Analytics GmbH,APAC,2026-07-13,Safety cage,22,924.01,20328.22,pending,at_risk
SO-005110,463,Blue Ridge Textiles GmbH,APAC,2026-07-13,Shrink wrapper,6,262.88,1577.28,completed,completed
SO-004981,3,Blue Ridge Logistics Ltd,APAC,2026-07-13,Barcode scanner,2,332.04,664.08,completed,completed
SO-004737,64,Ironvale Textiles BV,UK & Ireland,2026-07-13,Handheld terminal,8,761.62,6092.96,completed,completed
SO-005031,1,Harbourline Logistics Ltd,EMEA,2026-07-13,Handheld terminal,2,869.72,1739.44,completed,completed
SO-005094,96,Marlowe Medical Inc,EMEA,2026-07-13,Cold-chain container,15,174.68,2620.20,pending,at_risk
SO-004749,5,Summit Logistics Ltd,North America,2026-07-13,Tote bin,20,60.61,1212.20,completed,completed
SO-004823,24,Ironvale Foods Inc,UK & Ireland,2026-07-14,Sorting arm,19,653.28,12412.32,completed,completed
SO-004905,1,Harbourline Logistics Ltd,EMEA,2026-07-14,Handheld terminal,1,792.11,792.11,completed,completed
SO-005146,6,Lakeshore Logistics Ltd,EMEA,2026-07-14,Pallet rack,17,921.38,15663.46,cancelled,at_risk
SO-005114,3,Blue Ridge Logistics Ltd,APAC,2026-07-14,Strapping machine,10,563.72,5637.20,completed,completed
SO-005066,262,Cedarcrest Textiles SA,LATAM,2026-07-14,Cold-chain container,12,113.23,1358.76,completed,completed
SO-004972,1,Harbourline Logistics Ltd,EMEA,2026-07-14,Dock leveller,18,221.03,3978.54,completed,completed
SO-005026,1,Harbourline Logistics Ltd,EMEA,2026-07-14,Shrink wrapper,22,502.56,11056.32,completed,completed
SO-004564,68,Granite Textiles BV,APAC,2026-07-14,Shrink wrapper,10,249.37,2493.70,completed,completed
SO-004683,2,Cedarcrest Logistics Ltd,LATAM,2026-07-14,Sorting arm,4,889.91,3559.64,completed,completed
SO-004877,1,Harbourline Logistics Ltd,EMEA,2026-07-14,Handheld terminal,23,453.61,10433.03,completed,completed
SO-004546,62,Cedarcrest Textiles Inc,LATAM,2026-07-14,Label printer,17,516.11,8773.87,cancelled,at_risk
SO-004756,59,Windermere Analytics Inc,UK & Ireland,2026-07-14,Label printer,2,682.10,1364.20,completed,completed
SO-004935,47,Kestrel Analytics GmbH,LATAM,2026-07-14,Sorting arm,6,621.62,3729.72,completed,completed
SO-004807,1,Harbourline Logistics Ltd,EMEA,2026-07-14,Handheld terminal,3,251.56,754.68,completed,completed
SO-005187,71,Sablewood Textiles Ltd,EMEA,2026-07-14,Sorting arm,8,657.08,5256.64,pending,at_risk
SO-005131,349,Meridian Ceramics BV,UK & Ireland,2026-07-14,Sorting arm,2,223.39,446.78,completed,completed
SO-004772,439,Windermere Foods SA,UK & Ireland,2026-07-14,Cold-chain container,18,873.94,15730.92,completed,completed
SO-004908,4,Ironvale Logistics Ltd,UK & Ireland,2026-07-14,Pallet rack,4,249.48,997.92,completed,completed
SO-004570,158,Thistledown Ceramics SA,APAC,2026-07-14,Safety cage,16,751.73,12027.68,cancelled,at_risk
SO-005171,16,Marlowe Logistics SA,EMEA,2026-07-15,Handheld terminal,17,374.00,6358.00,pending,at_risk
SO-005063,1,Harbourline Logistics Ltd,EMEA,2026-07-15,Conveyor belt,9,847.90,7631.10,cancelled,at_risk
SO-005137,121,Harbourline Freight SA,EMEA,2026-07-15,Forklift battery,8,808.88,6471.04,pending,at_risk
SO-005105,22,Cedarcrest Foods Inc,LATAM,2026-07-15,Conveyor belt,1,212.05,212.05,completed,completed
SO-004845,3,Blue Ridge Logistics Ltd,APAC,2026-07-15,Weighing station,16,482.37,7717.92,completed,completed
SO-004919,419,Windermere Logistics BV,UK & Ireland,2026-07-15,Handheld terminal,15,406.57,6098.55,pending,at_risk
SO-004851,21,Harbourline Foods Inc,EMEA,2026-07-15,Sorting arm,22,29.99,659.78,completed,completed
SO-004866,314,Alderway Robotics BV,UK & Ireland,2026-07-15,Pallet rack,12,130.40,1564.80,completed,completed
SO-005086,141,Harbourline Ceramics Ltd,EMEA,2026-07-15,Strapping machine,7,925.32,6477.24,pending,at_risk
SO-004765,1,Harbourline Logistics Ltd,EMEA,2026-07-15,Handheld terminal,11,113.00,1243.00,completed,completed
SO-005155,164,Ironvale Instruments Inc,UK & Ireland,2026-07-15,Tote bin,1,288.13,288.13,completed,completed
SO-004673,5,Summit Logistics Ltd,North America,2026-07-15,Barcode scanner,19,613.13,11649.47,completed,completed
SO-005042,102,Cedarcrest Robotics BV,LATAM,2026-07-15,Dock leveller,13,167.03,2171.39,completed,completed
SO-004980,1,Harbourline Logistics Ltd,EMEA,2026-07-15,Label printer,1,457.32,457.32,completed,completed
SO-004716,134,Alderway Freight BV,UK & Ireland,2026-07-15,Cold-chain container,12,43.64,523.68,completed,completed
SO-004695,116,Marlowe Robotics GmbH,EMEA,2026-07-15,Handheld terminal,16,520.64,8330.24,pending,at_risk
SO-004775,370,Foxglove Instruments SA,North America,2026-07-15,Weighing station,21,499.39,10487.19,cancelled,at_risk
SO-004956,122,Cedarcrest Freight SA,LATAM,2026-07-15,Shrink wrapper,2,136.96,273.92,completed,completed
SO-005104,4,Ironvale Logistics Ltd,UK & Ireland,2026-07-15,Pallet rack,25,436.15,10903.75,completed,completed
SO-004670,49,Meridian Analytics SA,UK & Ireland,2026-07-15,Pallet rack,16,682.22,10915.52,pending,at_risk
SO-004532,1,Harbourline Logistics Ltd,EMEA,2026-07-15,Label printer,3,141.10,423.30,completed,completed
SO-005149,365,Summit Instruments SA,North America,2026-07-15,Barcode scanner,20,68.63,1372.60,pending,at_risk
SO-005216,19,Windermere Logistics SA,UK & Ireland,2026-07-15,Pallet rack,12,137.39,1648.68,completed,completed
SO-004579,130,Foxglove Freight Inc,North America,2026-07-15,Weighing station,25,593.11,14827.75,completed,completed
SO-005214,134,Alderway Freight BV,UK & Ireland,2026-07-16,Safety cage,10,302.28,3022.80,pending,at_risk
SO-005219,395,Copperfield Chemicals GmbH,North America,2026-07-16,Barcode scanner,15,790.31,11854.65,completed,completed
SO-004541,242,Cedarcrest Analytics BV,LATAM,2026-07-16,Handheld terminal,12,360.28,4323.36,completed,completed
SO-004610,433,Silverbrook Foods GmbH,APAC,2026-07-16,Strapping machine,6,250.10,1500.60,completed,completed
SO-004934,8,Granite Logistics GmbH,APAC,2026-07-16,Safety cage,5,428.02,2140.10,completed,completed
SO-004779,285,Summit Medical Ltd,North America,2026-07-16,Handheld terminal,25,31.92,798.00,completed,completed
SO-004953,5,Summit Logistics Ltd,North America,2026-07-16,Barcode scanner,24,87.01,2088.24,cancelled,at_risk
SO-004959,21,Harbourline Foods Inc,EMEA,2026-07-16,Tote bin,5,452.21,2261.05,cancelled,at_risk
SO-004741,21,Harbourline Foods Inc,EMEA,2026-07-16,Conveyor belt,12,694.84,8338.08,cancelled,at_risk
SO-005015,20,Northwind Foods SA,North America,2026-07-16,Tote bin,11,568.88,6257.68,completed,completed
SO-005140,8,Granite Logistics GmbH,APAC,2026-07-16,Dock leveller,11,354.93,3904.23,pending,at_risk
SO-005127,1,Harbourline Logistics Ltd,EMEA,2026-07-16,Tote bin,23,866.08,19919.84,completed,completed
SO-004872,171,Sablewood Instruments BV,EMEA,2026-07-16,Shrink wrapper,18,925.45,16658.10,cancelled,at_risk
SO-005059,80,Northwind Medical GmbH,North America,2026-07-16,Handheld terminal,5,54.85,274.25,completed,completed
SO-004691,472,Pinehurst Textiles SA,LATAM,2026-07-16,Weighing station,12,921.61,11059.32,pending,at_risk
SO-004660,2,Cedarcrest Logistics Ltd,LATAM,2026-07-16,Cold-chain container,6,141.43,848.58,completed,completed
SO-004769,8,Granite Logistics GmbH,APAC,2026-07-16,Conveyor belt,15,776.50,11647.50,cancelled,at_risk
SO-004553,19,Windermere Logistics SA,UK & Ireland,2026-07-16,Tote bin,24,80.30,1927.20,completed,completed
SO-005034,187,Kestrel Chemicals GmbH,LATAM,2026-07-16,Pallet rack,5,444.28,2221.40,pending,at_risk
SO-004698,371,Sablewood Instruments Inc,EMEA,2026-07-16,Pallet rack,19,711.31,13514.89,pending,at_risk
SO-004714,385,Summit Chemicals Ltd,North America,2026-07-16,Label printer,10,888.39,8883.90,completed,completed
SO-004603,398,Thistledown Chemicals GmbH,APAC,2026-07-16,Barcode scanner,24,749.95,17998.80,pending,at_risk
SO-005148,8,Granite Logistics GmbH,APAC,2026-07-16,Label printer,19,131.21,2492.99,completed,completed
SO-005167,28,Granite Foods BV,APAC,2026-07-16,Weighing station,13,439.85,5718.05,cancelled,at_risk
SO-004801,199,Windermere Chemicals Inc,UK & Ireland,2026-07-16,Forklift battery,22,609.79,13415.38,pending,at_risk
SO-004655,335,Copperfield Freight SA,North America,2026-07-16,Sorting arm,1,742.86,742.86,completed,completed
SO-004753,67,Kestrel Textiles BV,LATAM,2026-07-16,Sorting arm,24,185.63,4455.12,pending,at_risk
SO-004552,141,Harbourline Ceramics Ltd,EMEA,2026-07-16,Dock leveller,23,347.01,7981.23,completed,completed
SO-004713,140,Northwind Ceramics Ltd,North America,2026-07-16,Conveyor belt,9,627.23,5645.07,completed,completed
SO-004620,5,Summit Logistics Ltd,North America,2026-07-16,Shrink wrapper,16,552.66,8842.56,cancelled,at_risk
SO-004989,1,Harbourline Logistics Ltd,EMEA,2026-07-16,Handheld terminal,10,332.15,3321.50,completed,completed
SO-004826,36,Marlowe Foods Ltd,EMEA,2026-07-16,Label printer,22,182.90,4023.80,completed,completed
SO-004946,338,Thistledown Freight Inc,APAC,2026-07-16,Strapping machine,17,693.51,11789.67,cancelled,at_risk
SO-005133,21,Harbourline Foods Inc,EMEA,2026-07-16,Conveyor belt,4,502.93,2011.72,completed,completed
SO-004645,1,Harbourline Logistics Ltd,EMEA,2026-07-16,Barcode scanner,16,402.37,6437.92,cancelled,at_risk
SO-004597,439,Windermere Foods SA,UK & Ireland,2026-07-17,Handheld terminal,18,742.23,13360.14,pending,at_risk
SO-004835,290,Foxglove Medical GmbH,North America,2026-07-17,Handheld terminal,6,808.11,4848.66,completed,completed
SO-004770,7,Kestrel Logistics GmbH,LATAM,2026-07-17,Label printer,16,216.97,3471.52,completed,completed
SO-004619,408,Granite Logistics Inc,APAC,2026-07-17,Forklift battery,15,335.91,5038.65,completed,completed
SO-004676,418,Thistledown Logistics BV,APAC,2026-07-17,Shrink wrapper,22,416.61,9165.42,completed,completed
SO-004572,43,Blue Ridge Analytics GmbH,APAC,2026-07-17,Pallet rack,18,556.96,10025.28,completed,completed
SO-004649,118,Thistledown Robotics GmbH,APAC,2026-07-17,Weighing station,20,213.93,4278.60,completed,completed
SO-004986,94,Alderway Medical Inc,UK & Ireland,2026-07-17,Dock leveller,7,562.28,3935.96,completed,completed
SO-005047,108,Granite Robotics Ltd,APAC,2026-07-17,Sorting arm,18,910.96,16397.28,cancelled,at_risk
SO-004771,115,Copperfield Robotics GmbH,North America,2026-07-17,Barcode scanner,17,391.14,6649.38,pending,at_risk
SO-004668,409,Meridian Logistics Inc,UK & Ireland,2026-07-17,Safety cage,14,759.39,10631.46,pending,at_risk
SO-004537,346,Lakeshore Ceramics BV,EMEA,2026-07-17,Weighing station,8,801.36,6410.88,completed,completed
SO-004853,280,Northwind Medical Ltd,North America,2026-07-17,Conveyor belt,24,277.05,6649.20,completed,completed
SO-004722,2,Cedarcrest Logistics Ltd,LATAM,2026-07-17,Strapping machine,18,422.57,7606.26,completed,completed
SO-004909,110,Foxglove Robotics Ltd,North America,2026-07-17,Conveyor belt,5,253.62,1268.10,completed,completed
SO-005225,7,Kestrel Logistics GmbH,LATAM,2026-07-17,Tote bin,21,844.45,17733.45,cancelled,at_risk
SO-004625,8,Granite Logistics GmbH,APAC,2026-07-17,Handheld terminal,21,309.92,6508.32,completed,completed
SO-005049,268,Granite Textiles Inc,APAC,2026-07-17,Conveyor belt,20,597.98,11959.60,completed,completed
SO-005156,397,Ravensgate Chemicals GmbH,LATAM,2026-07-17,Strapping machine,2,445.59,891.18,pending,at_risk
SO-004767,52,Pinehurst Analytics SA,LATAM,2026-07-18,Sorting arm,13,592.31,7700.03,completed,completed
SO-005221,53,Silverbrook Analytics SA,APAC,2026-07-18,Forklift battery,17,305.14,5187.38,pending,at_risk
SO-005010,244,Ironvale Analytics BV,UK & Ireland,2026-07-18,Cold-chain container,6,752.05,4512.30,completed,completed
SO-005157,1,Harbourline Logistics Ltd,EMEA,2026-07-18,Handheld terminal,3,560.73,1682.19,completed,completed
SO-005126,217,Ravensgate Logistics GmbH,LATAM,2026-07-18,Dock leveller,22,334.42,7357.24,completed,completed
SO-005124,148,Granite Ceramics GmbH,APAC,2026-07-18,Shrink wrapper,20,53.58,1071.60,completed,completed
SO-004596,43,Blue Ridge Analytics GmbH,APAC,2026-07-18,Strapping machine,17,273.52,4649.84,cancelled,at_risk
SO-005011,106,Lakeshore Robotics Ltd,EMEA,2026-07-18,Forklift battery,7,826.88,5788.16,pending,at_risk
SO-004709,1,Harbourline Logistics Ltd,EMEA,2026-07-18,Handheld terminal,5,278.71,1393.55,completed,completed
SO-004904,182,Cedarcrest Chemicals GmbH,LATAM,2026-07-18,Strapping machine,25,424.85,10621.25,cancelled,at_risk
SO-004964,288,Granite Medical GmbH,APAC,2026-07-18,Pallet rack,10,331.02,3310.20,completed,completed
SO-004682,3,Blue Ridge Logistics Ltd,APAC,2026-07-18,Safety cage,3,419.00,1257.00,completed,completed
SO-005179,157,Ravensgate Ceramics SA,LATAM,2026-07-18,Forklift battery,25,207.91,5197.75,pending,at_risk
SO-005079,18,Thistledown Logistics SA,APAC,2026-07-18,Barcode scanner,25,86.32,2158.00,cancelled,at_risk
SO-004558,28,Granite Foods BV,APAC,2026-07-18,Pallet rack,4,706.29,2825.16,pending,at_risk
SO-004850,61,Harbourline Textiles Inc,EMEA,2026-07-18,Safety cage,21,416.77,8752.17,cancelled,at_risk
SO-005224,100,Northwind Robotics BV,North America,2026-07-18,Dock leveller,20,741.62,14832.40,completed,completed
SO-005065,54,Alderway Analytics SA,UK & Ireland,2026-07-18,Barcode scanner,11,225.98,2485.78,completed,completed
SO-004536,170,Foxglove Instruments BV,North America,2026-07-18,Shrink wrapper,7,762.53,5337.71,completed,completed
SO-004601,1,Harbourline Logistics Ltd,EMEA,2026-07-18,Conveyor belt,22,256.01,5632.22,completed,completed
SO-004857,5,Summit Logistics Ltd,North America,2026-07-18,Forklift battery,3,581.42,1744.26,completed,completed
SO-004899,18,Thistledown Logistics SA,APAC,2026-07-18,Forklift battery,20,195.12,3902.40,completed,completed
SO-005217,30,Foxglove Foods BV,North America,2026-07-18,Conveyor belt,13,160.92,2091.96,completed,completed
SO-005220,421,Harbourline Foods Ltd,EMEA,2026-07-18,Cold-chain container,16,951.95,15231.20,cancelled,at_risk
SO-004949,162,Cedarcrest Instruments Inc,LATAM,2026-07-18,Sorting arm,20,387.49,7749.80,pending,at_risk
SO-004666,48,Granite Analytics GmbH,APAC,2026-07-18,Strapping machine,12,22.44,269.28,completed,completed
SO-005093,1,Harbourline Logistics Ltd,EMEA,2026-07-19,Barcode scanner,14,629.70,8815.80,pending,at_risk
SO-005150,389,Meridian Chemicals Ltd,UK & Ireland,2026-07-19,Cold-chain container,21,720.65,15133.65,pending,at_risk
SO-004568,4,Ironvale Logistics Ltd,UK & Ireland,2026-07-19,Strapping machine,14,471.56,6601.84,completed,completed
SO-005202,1,Harbourline Logistics Ltd,EMEA,2026-07-19,Pallet rack,23,532.34,12243.82,cancelled,at_risk
SO-004614,1,Harbourline Logistics Ltd,EMEA,2026-07-19,Pallet rack,10,83.51,835.10,cancelled,at_risk
SO-004752,1,Harbourline Logistics Ltd,EMEA,2026-07-19,Safety cage,23,643.57,14802.11,pending,at_risk
SO-004719,26,Lakeshore Foods Inc,EMEA,2026-07-19,Weighing station,15,603.45,9051.75,completed,completed
SO-004674,499,Windermere Medical GmbH,UK & Ireland,2026-07-19,Cold-chain container,20,955.35,19107.00,pending,at_risk
SO-004720,109,Meridian Robotics Ltd,UK & Ireland,2026-07-19,Dock leveller,16,885.39,14166.24,completed,completed
SO-004830,48,Granite Analytics GmbH,APAC,2026-07-19,Shrink wrapper,1,472.87,472.87,completed,completed
SO-005089,1,Harbourline Logistics Ltd,EMEA,2026-07-19,Sorting arm,10,333.13,3331.30,completed,completed
SO-004926,34,Alderway Foods BV,UK & Ireland,2026-07-19,Cold-chain container,22,36.52,803.44,completed,completed
SO-004985,323,Blue Ridge Freight GmbH,APAC,2026-07-19,Weighing station,6,102.19,613.14,completed,completed
SO-004715,6,Lakeshore Logistics Ltd,EMEA,2026-07-19,Barcode scanner,11,799.21,8791.31,pending,at_risk
SO-004762,233,Silverbrook Foods Inc,APAC,2026-07-19,Dock leveller,8,280.36,2242.88,completed,completed
SO-004672,190,Foxglove Chemicals SA,North America,2026-07-19,Label printer,18,375.53,6759.54,cancelled,at_risk
SO-005081,98,Thistledown Medical BV,APAC,2026-07-19,Forklift battery,2,754.33,1508.66,completed,completed
SO-004592,2,Cedarcrest Logistics Ltd,LATAM,2026-07-19,Shrink wrapper,13,570.43,7415.59,pending,at_risk
SO-004556,309,Meridian Robotics BV,UK & Ireland,2026-07-19,Safety cage,2,828.08,1656.16,completed,completed
SO-004837,28,Granite Foods BV,APAC,2026-07-19,Sorting arm,8,735.32,5882.56,pending,at_risk
SO-004967,135,Copperfield Freight BV,North America,2026-07-19,Barcode scanner,13,163.42,2124.46,pending,at_risk
SO-004860,11,Sablewood Logistics GmbH,EMEA,2026-07-19,Dock leveller,6,371.78,2230.68,completed,completed
SO-004609,139,Windermere Freight BV,UK & Ireland,2026-07-19,Tote bin,5,392.78,1963.90,completed,completed
SO-004859,6,Lakeshore Logistics Ltd,EMEA,2026-07-19,Weighing station,5,793.20,3966.00,completed,completed
SO-005116,1,Harbourline Logistics Ltd,EMEA,2026-07-20,Safety cage,12,388.75,4665.00,completed,completed
SO-004574,50,Foxglove Analytics SA,North America,2026-07-20,Label printer,20,306.70,6134.00,pending,at_risk
SO-004656,71,Sablewood Textiles Ltd,EMEA,2026-07-20,Pallet rack,2,336.40,672.80,completed,completed
SO-004978,1,Harbourline Logistics Ltd,EMEA,2026-07-20,Pallet rack,24,400.85,9620.40,pending,at_risk
SO-004736,35,Copperfield Foods Ltd,North America,2026-07-20,Strapping machine,7,77.34,541.38,pending,at_risk
SO-004734,264,Ironvale Textiles SA,UK & Ireland,2026-07-20,Dock leveller,5,317.25,1586.25,completed,completed
SO-004600,9,Meridian Logistics GmbH,UK & Ireland,2026-07-20,Pallet rack,21,35.38,742.98,completed,completed
SO-005142,157,Ravensgate Ceramics SA,LATAM,2026-07-20,Strapping machine,13,387.68,5039.84,completed,completed
SO-005211,196,Marlowe Chemicals Inc,EMEA,2026-07-20,Tote bin,7,625.73,4380.11,completed,completed
SO-005143,223,Blue Ridge Foods GmbH,APAC,2026-07-20,Handheld terminal,14,168.02,2352.28,completed,completed
SO-004922,225,Summit Foods SA,North America,2026-07-20,Pallet rack,18,472.66,8507.88,cancelled,at_risk
SO-005229,86,Lakeshore Medical SA,EMEA,2026-07-20,Sorting arm,25,871.59,21789.75,cancelled,at_risk
SO-004957,41,Harbourline Analytics Ltd,EMEA,2026-07-20,Weighing station,3,797.12,2391.36,completed,completed
SO-004694,23,Blue Ridge Foods Inc,APAC,2026-07-20,Strapping machine,15,580.02,8700.30,completed,completed
SO-005122,5,Summit Logistics Ltd,North America,2026-07-20,Cold-chain container,18,496.69,8940.42,pending,at_risk
SO-004931,1,Harbourline Logistics Ltd,EMEA,2026-07-20,Tote bin,2,508.30,1016.60,completed,completed
SO-004777,246,Lakeshore Analytics Ltd,EMEA,2026-07-20,Tote bin,23,175.07,4026.61,completed,completed
SO-004639,3,Blue Ridge Logistics Ltd,APAC,2026-07-20,Handheld terminal,10,910.14,9101.40,pending,at_risk
SO-004864,117,Ravensgate Robotics GmbH,LATAM,2026-07-20,Safety cage,10,722.91,7229.10,completed,completed
SO-004724,448,Granite Analytics BV,APAC,2026-07-20,Safety cage,20,277.18,5543.60,completed,completed
SO-004732,22,Cedarcrest Foods Inc,LATAM,2026-07-20,Shrink wrapper,3,892.88,2678.64,completed,completed
SO-004884,307,Kestrel Robotics Inc,LATAM,2026-07-20,Cold-chain container,5,695.97,3479.85,pending,at_risk
SO-005091,384,Ironvale Chemicals BV,UK & Ireland,2026-07-20,Conveyor belt,12,450.26,5403.12,completed,completed
SO-005009,426,Lakeshore Foods Ltd,EMEA,2026-07-20,Barcode scanner,5,81.65,408.25,completed,completed
SO-004663,1,Harbourline Logistics Ltd,EMEA,2026-07-20,Weighing station,9,740.05,6660.45,cancelled,at_risk
SO-005037,19,Windermere Logistics SA,UK & Ireland,2026-07-20,Barcode scanner,8,551.24,4409.92,completed,completed
SO-004930,13,Silverbrook Logistics GmbH,APAC,2026-07-20,Dock leveller,1,470.86,470.86,completed,completed
SO-005098,2,Cedarcrest Logistics Ltd,LATAM,2026-07-20,Dock leveller,19,120.12,2282.28,completed,completed
SO-005001,10,Foxglove Logistics GmbH,North America,2026-07-20,Tote bin,22,896.33,19719.26,pending,at_risk
SO-005188,47,Kestrel Analytics GmbH,LATAM,2026-07-20,Pallet rack,9,500.10,4500.90,completed,completed
SO-004991,52,Pinehurst Analytics SA,LATAM,2026-07-20,Sorting arm,12,455.89,5470.68,pending,at_risk
SO-005186,1,Harbourline Logistics Ltd,EMEA,2026-07-21,Safety cage,7,574.95,4024.65,completed,completed
SO-004718,1,Harbourline Logistics Ltd,EMEA,2026-07-21,Shrink wrapper,14,449.15,6288.10,completed,completed
SO-004699,16,Marlowe Logistics SA,EMEA,2026-07-21,Conveyor belt,20,298.67,5973.40,completed,completed
SO-004809,52,Pinehurst Analytics SA,LATAM,2026-07-21,Sorting arm,5,661.00,3305.00,completed,completed
SO-004906,1,Harbourline Logistics Ltd,EMEA,2026-07-21,Safety cage,2,352.92,705.84,completed,completed
SO-004954,1,Harbourline Logistics Ltd,EMEA,2026-07-21,Cold-chain container,25,188.63,4715.75,completed,completed
SO-004573,63,Blue Ridge Textiles BV,APAC,2026-07-21,Conveyor belt,19,99.69,1894.11,completed,completed
SO-004740,135,Copperfield Freight BV,North America,2026-07-21,Pallet rack,11,503.96,5543.56,completed,completed
SO-005180,89,Meridian Medical SA,UK & Ireland,2026-07-21,Shrink wrapper,1,505.22,505.22,completed,completed
SO-005163,24,Ironvale Foods Inc,UK & Ireland,2026-07-21,Barcode scanner,9,560.90,5048.10,cancelled,at_risk
SO-004721,215,Copperfield Logistics Ltd,North America,2026-07-21,Tote bin,17,300.17,5102.89,completed,completed
SO-004565,211,Sablewood Logistics Ltd,EMEA,2026-07-21,Weighing station,11,758.57,8344.27,pending,at_risk
SO-004743,297,Ravensgate Medical SA,LATAM,2026-07-21,Barcode scanner,14,387.47,5424.58,pending,at_risk
SO-004561,1,Harbourline Logistics Ltd,EMEA,2026-07-21,Barcode scanner,7,443.53,3104.71,pending,at_risk
SO-005194,20,Northwind Foods SA,North America,2026-07-21,Shrink wrapper,15,137.55,2063.25,cancelled,at_risk
SO-004567,169,Meridian Instruments BV,UK & Ireland,2026-07-21,Tote bin,13,246.42,3203.46,cancelled,at_risk
SO-005058,17,Ravensgate Logistics SA,LATAM,2026-07-21,Strapping machine,4,188.91,755.64,cancelled,at_risk
SO-004861,46,Lakeshore Analytics GmbH,EMEA,2026-07-21,Tote bin,7,64.03,448.21,completed,completed
SO-005061,21,Harbourline Foods Inc,EMEA,2026-07-21,Sorting arm,7,757.65,5303.55,completed,completed
SO-004742,5,Summit Logistics Ltd,North America,2026-07-21,Label printer,13,498.20,6476.60,pending,at_risk
SO-005120,35,Copperfield Foods Ltd,North America,2026-07-21,Label printer,16,948.39,15174.24,pending,at_risk
SO-004607,40,Northwind Analytics Ltd,North America,2026-07-21,Weighing station,3,124.16,372.48,completed,completed
SO-004545,3,Blue Ridge Logistics Ltd,APAC,2026-07-21,Conveyor belt,16,675.00,10800.00,cancelled,at_risk
SO-004587,11,Sablewood Logistics GmbH,EMEA,2026-07-21,Conveyor belt,8,204.85,1638.80,completed,completed
SO-004786,32,Pinehurst Foods BV,LATAM,2026-07-21,Cold-chain container,7,737.45,5162.15,completed,completed
SO-004654,23,Blue Ridge Foods Inc,APAC,2026-07-22,Safety cage,25,175.89,4397.25,completed,completed
SO-004697,67,Kestrel Textiles BV,LATAM,2026-07-22,Sorting arm,18,391.42,7045.56,completed,completed
SO-004679,50,Foxglove Analytics SA,North America,2026-07-22,Tote bin,25,270.14,6753.50,cancelled,at_risk
SO-005087,238,Thistledown Foods BV,APAC,2026-07-22,Handheld terminal,8,140.33,1122.64,completed,completed
